Text	Occurrence
" MB4:         %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1784"
" MB5:         %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1786"
" MB6:         %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1788"
" MB7:         %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1790"
" MB8:         %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1792"
" MB9:         %f From Monsters: %f In Vaults: %f \n"	"src/wiz-stats.c:1794"
" MONEY INFO \n"	"src/wiz-stats.c:1799"
"total gold:    %f From Monsters %f\n"	"src/wiz-stats.c:1800"
" mean: %f  std-dev: %f \n"	"src/wiz-stats.c:1829"
"%f \t"	"src/wiz-stats.c:1861"
"***** POST PROCESSING *****\n"	"src/wiz-stats.c:1894"
"Item \t5\t\t\t10\t\t\t15\t\t\t20\t\t\t25\t\t\t"	"src/wiz-stats.c:1896"
"30\t\t\t35\t\t\t40\t\t\t45\t\t\t50\t\t\t"	"src/wiz-stats.c:1897"
"55\t\t\t60\t\t\t65\t\t\t70\t\t\t75\t\t\t"	"src/wiz-stats.c:1898"
"80\t\t\t85\t\t\t90\t\t\t95\t\t\t100\n"	"src/wiz-stats.c:1899"
"FA   \t"	"src/wiz-stats.c:1901"
"SinV \t"	"src/wiz-stats.c:1904"
"RBl  \t"	"src/wiz-stats.c:1907"
"RCf  \t"	"src/wiz-stats.c:1910"
"Nexus \t"	"src/wiz-stats.c:1913"
"Pois \t"	"src/wiz-stats.c:1916"
"Tel  \t"	"src/wiz-stats.c:1919"
"mb1  \t"	"src/wiz-stats.c:1923"
"mb2  \t"	"src/wiz-stats.c:1926"
"mb3  \t"	"src/wiz-stats.c:1929"
"mb4  \t"	"src/wiz-stats.c:1932"
"mb5  \t"	"src/wiz-stats.c:1935"
"mb6  \t"	"src/wiz-stats.c:1938"
"mb7  \t"	"src/wiz-stats.c:1941"
"mb8  \t"	"src/wiz-stats.c:1944"
"mb9  \t"	"src/wiz-stats.c:1947"
"Total number of artifacts found %f \n"	"src/wiz-stats.c:1958"
"Iteration %d complete"	"src/wiz-stats.c:2144"
"Num of simulations: "	"src/wiz-stats.c:2172 src/wiz-stats.c:2416 src/wiz-stats.c:2497"
"Type of Sim: Diving (1) or Clearing (2) "	"src/wiz-stats.c:2193"
"Regen randarts? (warning SLOW)"	"src/wiz-stats.c:2210"
"yn"	"src/wiz-stats.c:2212"
"stats.log"	"src/wiz-stats.c:2242"
"Error - can't open stats.log for writing."	"src/wiz-stats.c:2248"
"Pit type: "	"src/wiz-stats.c:2426"
"Depth: "	"src/wiz-stats.c:2436"
"Type: %s, Number: %d."	"src/wiz-stats.c:2472"
"Iteration: %d"	"src/wiz-stats.c:2566"
"Total levels with disconnected areas: %ld"	"src/wiz-stats.c:2569"
"Total levels isolated from stairs: %ld"	"src/wiz-stats.c:2570"
"Statistics generation not turned on in this build."	"src/wiz-stats.c:2581 src/wiz-stats.c:2586 src/wiz-stats.c:2591"
" dam %dd4"	"src/x-spell.c:207"
" range 10"	"src/x-spell.c:210 src/x-spell.c:383"
" dam 2d%d"	"src/x-spell.c:213 src/x-spell.c:317"
" heal 15%%"	"src/x-spell.c:216"
" dam %d"	"src/x-spell.c:219 src/x-spell.c:249 src/x-spell.c:252 src/x-spell.c:255 src/x-spell.c:279 src/x-spell.c:282 src/x-spell.c:285 src/x-spell.c:288 src/x-spell.c:297"
" dam %dd6"	"src/x-spell.c:222"
" dam %dd8"	"src/x-spell.c:225 src/x-spell.c:228 src/x-spell.c:231"
" dam 6d8"	"src/x-spell.c:234"
" dur 25+d25"	"src/x-spell.c:237 src/x-spell.c:240"
" dur %d+d20"	"src/x-spell.c:243"
" range %d"	"src/x-spell.c:246 src/x-spell.c:320 src/x-spell.c:386"
" dam 11d%d"	"src/x-spell.c:258"
" dam 13d%d"	"src/x-spell.c:261"
" dur 20+d20"	"src/x-spell.c:264 src/x-spell.c:267 src/x-spell.c:270 src/x-spell.c:273"
" dur 30+d20"	"src/x-spell.c:276"
" dam %dx%d"	"src/x-spell.c:291"
" dam 40+%dd7"	"src/x-spell.c:294"
" heal 15%"	"src/x-spell.c:311"
" dur 12+d12"	"src/x-spell.c:314"
" heal 20%"	"src/x-spell.c:323 src/x-spell.c:365"
" dur 24+d24"	"src/x-spell.c:326 src/x-spell.c:341"
" dur 10+d10"	"src/x-spell.c:329"
" %d+3d6"	"src/x-spell.c:332"
" heal 25%"	"src/x-spell.c:338"
" dur %d+d25"	"src/x-spell.c:344"
" heal 30%"	"src/x-spell.c:347 src/x-spell.c:368"
" dur 48+d48"	"src/x-spell.c:350"
" dam d%d"	"src/x-spell.c:353 src/x-spell.c:359 src/x-spell.c:374 src/x-spell.c:377"
" heal 35%"	"src/x-spell.c:356"
" heal 1000"	"src/x-spell.c:362"
" heal 2000"	"src/x-spell.c:371"
" dam 200"	"src/x-spell.c:380"
"A line of blue shimmering light appears."	"src/x-spell.c:575"
"The power of your god banishes evil!"	"src/x-spell.c:1212"
"The world changes!"	"src/x-spell.c:1295"
"Direction or <click> (Escape to cancel)? "	"src/xtra2.c:376"
"Illegal repeatable direction!"	"src/xtra2.c:440"
"Direction ('*' or <click> to target, ' for closest, Escape to cancel)? "	"src/xtra2.c:486"
"Direction ('5' for target, '*' or <click> to re-target, Escape to cancel)? "	"src/xtra2.c:488"
"Illegal aim direction!"	"src/xtra2.c:551"
"18/***"	"src/xtra3.c:82"
"18/%03d"	"src/xtra3.c:84"
" 18/%02d"	"src/xtra3.c:86"
"    %2d"	"src/xtra3.c:92"
"             "	"src/xtra3.c:106"
"%6d"	"src/xtra3.c:180"
"LEVEL "	"src/xtra3.c:184"
"Level "	"src/xtra3.c:189"
"%8ld"	"src/xtra3.c:211"
"EXP"	"src/xtra3.c:216"
"NXT"	"src/xtra3.c:216"
"Exp"	"src/xtra3.c:221"
"Nxt"	"src/xtra3.c:221"
"AU "	"src/xtra3.c:234"
"%9ld"	"src/xtra3.c:235"
"Cur AC "	"src/xtra3.c:281"
"HP "	"src/xtra3.c:294"
"/"	"src/xtra3.c:300 src/xtra3.c:322 src/h-basic.h:91"
"SP "	"src/xtra3.c:315"
"[----------]"	"src/xtra3.c:408 src/xtra3.c:421"
"**********"	"src/xtra3.c:424"
"Slow"	"src/xtra3.c:454"
"%s (%+d)"	"src/xtra3.c:458"
"%-10s"	"src/xtra3.c:461"
"%-13s"	"src/xtra3.c:483"
"Mortal wound"	"src/xtra3.c:622"
"Deep gash"	"src/xtra3.c:623"
"Severe cut"	"src/xtra3.c:624"
"Nasty cut"	"src/xtra3.c:625"
"Bad cut"	"src/xtra3.c:626"
"Light cut"	"src/xtra3.c:627"
"Graze"	"src/xtra3.c:628"
"Knocked out"	"src/xtra3.c:634"
"Heavy stun"	"src/xtra3.c:635"
"Faint"	"src/xtra3.c:642"
"Hungry"	"src/xtra3.c:644"
"Full"	"src/xtra3.c:646"
"Paralyzed!"	"src/xtra3.c:653"
"Afraid"	"src/xtra3.c:655"
"Terror"	"src/xtra3.c:656"
"Halluc"	"src/xtra3.c:657"
"Poisoned"	"src/xtra3.c:658"
"ProtEvil"	"src/xtra3.c:659"
"Sprint"	"src/xtra3.c:660"
"Invuln"	"src/xtra3.c:662"
"Hero"	"src/xtra3.c:663"
"Bold"	"src/xtra3.c:665"
"Stone"	"src/xtra3.c:666"
"Blssd"	"src/xtra3.c:668"
"SInvis"	"src/xtra3.c:669"
"RAcid"	"src/xtra3.c:671"
"RElec"	"src/xtra3.c:672"
"RFire"	"src/xtra3.c:673"
"RCold"	"src/xtra3.c:674"
"Amnesiac"	"src/xtra3.c:677"
"Recall"	"src/xtra3.c:709 src/xtra3.c:710"
"Rest      "	"src/xtra3.c:769"
"Rep. %3d00"	"src/xtra3.c:840"
"Repeat %3d"	"src/xtra3.c:842"
"Searching "	"src/xtra3.c:848"
"$"	"src/xtra3.c:933"
"LF:"	"src/xtra3.c:956"
"DTrap"	"src/xtra3.c:983 src/xtra3.c:985"
"Study (%d)"	"src/xtra3.c:1011"
"Unignoring"	"src/xtra3.c:1045"
"Redraw whole map\n"	"src/xtra3.c:1087"
"Redraw (%i, %i)\n"	"src/xtra3.c:1091"
"%s\n\n%s"	"src/xtra3.c:1745"
"The 'lib' directory is probably missing or broken.\nPerhaps the archive was not extracted correctly.\nSee the 'readme.txt' file for more information."	"src/xtra3.c:1746"
"Cannot access the '%s' file!"	"src/xtra3.c:1775"
"$VERSION"	"src/xtra3.c:1796"
"%-8s"	"src/xtra3.c:1800"
"see"	"src/xtra3.c:1832"
"have no room for"	"src/xtra3.c:1851"
"feel"	"src/xtra3.c:1853"
"You %s %s."	"src/xtra3.c:1865"
"have no room for the following objects"	"src/xtra3.c:1871"
"feel something on the floor"	"src/xtra3.c:1872"
"You %s: "	"src/xtra3.c:1877"
"Error in flag_has(%s, %s): FlagID[%d] Size[%u] FlagOff[%u] FlagBV[%d]\n"	"src/z-bitflag.c:51"
"Error in flag_on(%s, %s): FlagID[%d] Size[%u] FlagOff[%u] FlagBV[%d]\n"	"src/z-bitflag.c:196"
"setegid(): cannot drop permissions correctly!"	"src/z-file.c:68 src/z-file.c:73"
"setegid(): cannot grab permissions correctly!"	"src/z-file.c:89 src/z-file.c:94"
"a+"	"src/z-file.c:390"
"%s\\*"	"src/z-file.c:726"
".."	"src/z-file.c:766"
"White"	"src/z-term.c:68"
"Slate"	"src/z-term.c:71"
"Orange"	"src/z-term.c:74"
"Red"	"src/z-term.c:77"
"Green"	"src/z-term.c:80"
"Blue"	"src/z-term.c:83"
"Umber"	"src/z-term.c:86"
"Light Dark"	"src/z-term.c:89"
"Light Slate"	"src/z-term.c:92"
"Light Purple"	"src/z-term.c:95"
"Yellow"	"src/z-term.c:98"
"Light Red"	"src/z-term.c:101"
"Light Green"	"src/z-term.c:104"
"Light Blue"	"src/z-term.c:107"
"Light Umber"	"src/z-term.c:110"
"Purple"	"src/z-term.c:114"
"Violet"	"src/z-term.c:117"
"Teal"	"src/z-term.c:120"
"Mud"	"src/z-term.c:123"
"Light Yellow"	"src/z-term.c:126"
"Magenta-Pink"	"src/z-term.c:129"
"Light Teal"	"src/z-term.c:132"
"Light Violet"	"src/z-term.c:135"
"Light Pink"	"src/z-term.c:138"
"Mustard"	"src/z-term.c:141"
"Blue Slate"	"src/z-term.c:144"
"Deep Light Blue"	"src/z-term.c:147"
"%.*ls\n"	"src/z-textblock.c:307"
"%*c%.*ls\n"	"src/z-textblock.c:309"
" \t"	"src/z-util.c:338"
"%s: %s\n"	"src/z-util.c:362"
"Out of Memory!"	"src/z-virt.c:43 src/z-virt.c:79"
"3.5.1"	"src/buildid.h:11"
"lib"	"src/config.h:39 src/config.h:43 src/config.h:47"
"~/.angband"	"src/config.h:56"
"9x15"	"src/config.h:120 src/config.h:127 src/config.h:128"
"10x20"	"src/config.h:126"
"5x8"	"src/config.h:129 src/config.h:130 src/config.h:131 src/config.h:132 src/config.h:133"
": "	"src/h-basic.h:226"
"poisons you for 2d7+10 turns"	"src/list-effects.h:15"
"blinds you for 4d25+75 turns"	"src/list-effects.h:16"
"induces fear in you for 1d10+10 turns"	"src/list-effects.h:17"
"confuses you for 4d5+10 turns"	"src/list-effects.h:18"
"causes you to hallucinate"	"src/list-effects.h:19"
"induces paralysis for 1d5+5 turns"	"src/list-effects.h:20"
"slows you for 1d25+15 turns"	"src/list-effects.h:21"
"neutralizes poison"	"src/list-effects.h:23"
"cures blindness"	"src/list-effects.h:24"
"removes your fear"	"src/list-effects.h:25"
"cures confusion"	"src/list-effects.h:26"
"restores 10SP, cures confusion and hallucination, removes fear and grants you temporary resistance to confusion"	"src/list-effects.h:27"
"heals 30 hitpoints, cut damage, and cures stunning, poison and blindness"	"src/list-effects.h:28"
"heals 20 hitpoints, some cut damage, makes you a little less confused, and cures blindness"	"src/list-effects.h:29"
"heals 40 hitpoints, cut damage, and cures blindness and confusion"	"src/list-effects.h:30"
"heals 60 hitpoints, cut damage, and cures stunning, poisoning, blindness, and confusion"	"src/list-effects.h:31"
"heals 35% of max HP (minimum 300HP), cut damage, and cures stunning, poisoning, blindness, and confusion"	"src/list-effects.h:32"
"heals 1200 hit points, cut damage, and cures stunning, poisoning, blindness, and confusion"	"src/list-effects.h:33"
"heals 5000 hit points, restores experience and stats, heals cut damage, and cures stunning, poison, blindness, and confusion"	"src/list-effects.h:34"
"heals cut damage, and cures all stunning, poison, blindness and confusion"	"src/list-effects.h:35"
"heals 500 hit points"	"src/list-effects.h:36"
"heals 1000 hit points"	"src/list-effects.h:37"
"heals 500 hit points, heals cut damage, and cures stunning"	"src/list-effects.h:38"
"grants 100,000 experience points"	"src/list-effects.h:40"
"drains a quarter of your experience"	"src/list-effects.h:41"
"restores your experience"	"src/list-effects.h:42"
"restores your mana points to maximum"	"src/list-effects.h:44"
"restores and increases your strength"	"src/list-effects.h:46"
"restores and increases your intelligence"	"src/list-effects.h:47"
"restores and increases your wisdom"	"src/list-effects.h:48"
"restores and increases your dexterity"	"src/list-effects.h:49"
"restores and increases your constitution"	"src/list-effects.h:50"
"restores and increases all your stats"	"src/list-effects.h:51"
"raises your strength at the expense of a random attribute"	"src/list-effects.h:52"
"raises your intelligence at the expense of a random attribute"	"src/list-effects.h:53"
"raises your wisdom at the expense of a random attribute"	"src/list-effects.h:54"
"raises your constitution at the expense of a random attribute"	"src/list-effects.h:55"
"raises your dexterity at the expense of a random attribute"	"src/list-effects.h:56"
"reduces your strength with damage 5d5"	"src/list-effects.h:57"
"reduces your intelligence with damage 5d5"	"src/list-effects.h:58"
"reduces your wisdom with damage 5d5"	"src/list-effects.h:59"
"reduces your dexterity with damage 5d5"	"src/list-effects.h:60"
"reduces your constitution with damage 5d5"	"src/list-effects.h:61"
"reduces your constitution with damage 10d10"	"src/list-effects.h:62"
"restores your strength"	"src/list-effects.h:63"
"restores your intelligence"	"src/list-effects.h:64"
"restores your wisdom"	"src/list-effects.h:65"
"restores your dexterity"	"src/list-effects.h:66"
"restores your constitution"	"src/list-effects.h:67"
"restores all your stats"	"src/list-effects.h:68"
"restores all your stats and your experience points"	"src/list-effects.h:70"
"extends your infravision by 50 feet for 4d25+100 turns"	"src/list-effects.h:72"
"cures blindness and allows you to see invisible things for 2d6+12 turns"	"src/list-effects.h:73"
"cures blindness and gives you telepathy for 6d6+12 turns"	"src/list-effects.h:74"
"completely lights up and magically maps the level"	"src/list-effects.h:76"
"increases your intelligence and wisdom, detects and maps everything in the surrounding area, and identifies all items in your pack"	"src/list-effects.h:77"
"restores 10 hit points, removes fear and grants you resistance to fear and +12 to-hit for 1d25+25 turns"	"src/list-effects.h:79"
"restores 30 hit points, removes fear and grants you resistance to fear, +24 to-hit, and -10AC for 1d25+25 turns"	"src/list-effects.h:80"
"grants temporary resistance to acid for 1d10+10 turns"	"src/list-effects.h:82"
"grants temporary resistance to electricity for 1d10+10 turns"	"src/list-effects.h:83"
"grants temporary resistance to fire for 1d10+10 turns"	"src/list-effects.h:84"
"grants temporary resistance to cold for 1d10+10 turns"	"src/list-effects.h:85"
"grants temporary resistance to poison for 1d10+10 turns"	"src/list-effects.h:86"
"grants temporary resistance to acid, electricity, fire, cold and poison for 1d20+20 turns"	"src/list-effects.h:87"
"detects gold and objects nearby"	"src/list-effects.h:89"
"detects traps nearby"	"src/list-effects.h:90"
"detects doors and stairs nearby"	"src/list-effects.h:91"
"detects invisible creatures nearby"	"src/list-effects.h:92"
"detects evil creatures nearby"	"src/list-effects.h:93"
"detects treasure, traps, doors, stairs, and all creatures nearby"	"src/list-effects.h:94"
"attempts to magically enhance a weapon's to-hit bonus.  Also gives a chance to break a curse"	"src/list-effects.h:96"
"attempts to magically enhance a weapon's to-dam bonus.  Also gives a chance to break a curse"	"src/list-effects.h:97"
"attempts to magically enhance a weapon both to-hit and to-dam.  Also gives a chance to break a curse"	"src/list-effects.h:98"
"attempts to magically enhance a piece of armour.  Also gives a chance to break a curse"	"src/list-effects.h:99"
"attempts to magically enhance a piece of armour with high chance of success.  Also gives a chance to break a curse"	"src/list-effects.h:100"
"restores an item after disenchantment or damage"	"src/list-effects.h:101"
"reveals to you the extent of an item's magical powers"	"src/list-effects.h:102"
"removes all ordinary curses from all equipped items"	"src/list-effects.h:103"
"removes all curses from all equipped items"	"src/list-effects.h:104"
"lights up an area and inflicts 2d8 damage on light-sensitive creatures"	"src/list-effects.h:105"
"summons monsters at the current dungeon level"	"src/list-effects.h:106"
"summons undead monsters at the current dungeon level"	"src/list-effects.h:107"
"teleports you randomly up to 10 squares away"	"src/list-effects.h:108"
"teleports you randomly up to 100 squares away"	"src/list-effects.h:109"
"teleports you one level up or down"	"src/list-effects.h:110"
"causes your next attack upon a monster to confuse it"	"src/list-effects.h:111"
"maps the area around you"	"src/list-effects.h:112"
"inscribes a glyph of warding beneath you, which monsters cannot move onto"	"src/list-effects.h:113"
"creates a good object nearby"	"src/list-effects.h:115"
"creates a few good items nearby"	"src/list-effects.h:116"
"awakens all nearby sleeping monsters and hastens all monsters within line of sight"	"src/list-effects.h:117"
"creates traps surrounding you"	"src/list-effects.h:118"
"destroys all traps and doors surrounding you"	"src/list-effects.h:119"
"tries to recharge a wand or staff, destroying the wand or staff on failure"	"src/list-effects.h:120"
"removes all non-unique monsters represented by a chosen symbol from the level, dealing you damage in the process"	"src/list-effects.h:121"
"darkens the nearby area and blinds you for 1d5+3 turns"	"src/list-effects.h:122"
"grants you protection from evil for 1d25 plus 3 times your character level turns"	"src/list-effects.h:123"
"magically renders you well-fed, curing any gastrointestinal problems"	"src/list-effects.h:124"
"curses your currently wielded melee weapon"	"src/list-effects.h:125"
"curses your currently worn body armor"	"src/list-effects.h:126"
"increases your AC and to-hit bonus for 1d12+6 turns"	"src/list-effects.h:127"
"increases your AC and to-hit bonus for 1d24+12 turns"	"src/list-effects.h:128"
"increases your AC and to-hit bonus for 1d48+24 turns"	"src/list-effects.h:129"
"returns you from the dungeon or takes you to the dungeon after a short delay"	"src/list-effects.h:130"
"teleports you up to five dungeon levels lower than the lowest point you have reached so far"	"src/list-effects.h:131"
"causes an earthquake around you"	"src/list-effects.h:133"
"destroys an area around you in the shape of a circle radius 15, and blinds you for 1d10+10 turns"	"src/list-effects.h:134"
"hastes all monsters within line of sight"	"src/list-effects.h:136"
"slows all non-unique monsters within line of sight"	"src/list-effects.h:137"
"sleeps all non-unique creatures within line of sight"	"src/list-effects.h:138"
"confuses all non-unique creatures within line of sight"	"src/list-effects.h:139"
"removes all non-unique monsters within 20 squares, dealing you damage in the process"	"src/list-effects.h:140"
"lights up the surrounding area, hurting light-sensitive creatures"	"src/list-effects.h:141"
"maps the entire level and detects nearby objects, traps, doors, and stairs"	"src/list-effects.h:142"
"gives you information on the health and abilities of monsters you can see"	"src/list-effects.h:143"
"hastens you for 2d10+20 turns"	"src/list-effects.h:145"
"hastens you for d20+20 turns"	"src/list-effects.h:146"
"hastens you for d75+75 turns"	"src/list-effects.h:147"
"deals five times your level's damage to all evil creatures that you can see"	"src/list-effects.h:149"
"deals 60 damage to all evil creatures that you can see"	"src/list-effects.h:150"
"deals 60 damage to all undead creatures that you can see"	"src/list-effects.h:151"
"deals 120 damage to all creatures that you can see"	"src/list-effects.h:152"
"puts to sleep the monsters around you"	"src/list-effects.h:154"
"fires a ball of electricity in all directions, each one causing 150 damage"	"src/list-effects.h:155"
"bestows upon you berserk rage, bless, and resistance"	"src/list-effects.h:156"
"restores your experience to full"	"src/list-effects.h:157"
"cures you of fear and poison"	"src/list-effects.h:158"
"brands bolts with fire, in an unbalanced fashion"	"src/list-effects.h:159"
"creates a fire bolt with damage 9d8"	"src/list-effects.h:161"
"creates a fire bolt with damage 12d8"	"src/list-effects.h:162"
"creates a fire bolt with damage 16d8"	"src/list-effects.h:163"
"creates a fire ball with damage 72"	"src/list-effects.h:164"
"creates a fire ball with damage 144"	"src/list-effects.h:165"
"creates a large fire ball with damage 120"	"src/list-effects.h:166"
"creates a large fire ball with damage 200"	"src/list-effects.h:167"
"creates a frost bolt with damage 6d8"	"src/list-effects.h:168"
"creates a frost bolt with damage 12d8"	"src/list-effects.h:169"
"creates a large frost ball with damage 200"	"src/list-effects.h:170"
"creates a frost ball with damage 50"	"src/list-effects.h:171"
"creates a frost ball with damage 100"	"src/list-effects.h:172"
"creates a frost ball with damage 160"	"src/list-effects.h:173"
"creates an acid bolt with damage 5d8"	"src/list-effects.h:174"
"creates an acid bolt with damage 10d8"	"src/list-effects.h:175"
"creates an acid bolt with damage 12d8"	"src/list-effects.h:176"
"creates an acid ball with damage 125"	"src/list-effects.h:177"
"creates a lightning bolt (that always beams) with damage 6d6"	"src/list-effects.h:178"
"creates a lightning ball with damage 64"	"src/list-effects.h:179"
"creates a large lightning ball with damage 250"	"src/list-effects.h:180"
"drains up to 90 hit points of life from a target creature.  Does not affect undead, demons, golems, elementals or vortices"	"src/list-effects.h:182"
"drains up to 120 hit points of life from a target creature.  Does not affect undead, demons, golems, elementals or vortices"	"src/list-effects.h:183"
"drains up to 150 hit points of life from a target creature.  Does not affect undead, demons, golems, elementals or vortices"	"src/list-effects.h:184"
"drains up to 250 hit points of life from a target creature.  Does not affect undead, demons, golems, elementals or vortices"	"src/list-effects.h:185"
"fires a magic missile with damage 3d4"	"src/list-effects.h:186"
"fires a mana bolt with damage 12d8"	"src/list-effects.h:187"
"does bizarre things"	"src/list-effects.h:188"
